title,article
"
		  【 投诉】青川县乡镇快递二次收费问题一直没得到解决",广元市青川县下属各个乡镇取快递，【除了京东和顺丰还有邮政】其他所有快递，中通韵达圆通等等均要收取费用，这明明就是在侵犯群众的权益，属于不正当行为，甚至属于违法行为，到底何时才能解决，处在乡镇就意味着我们的权益要受到侵犯么？已经几年了，那些收快递的已经赚够了吧。是时候给我们个交代了吧，以前这件事上过热搜，竟然四川一点反应都没得，乡镇就该多花钱？我们享受的权益就能随意侵犯么？
"
		  【 投诉】乐至龙门镇农村改厕",乐至龙门镇在2020年改造农村厕所，改造资金由政府补贴到现在还没拿到钱。请问有关部门怎么一回事。
"
		  【 咨询】沙河源友联批发菜市场会不会8月份拆迁",为了生活奔波，每天起早贪黑。就想问一下到底拆迁不，也好为了后面的生活打算。
"
		  【 求助】来回折腾，直系亲属可不可以带领粮食直补金？",
"
		  【 建言】新增跨河桥梁",尊敬的领导：希望市级领导实地考察成都市武侯区陆坝社区新增金江明珠规划桥的提议，两岸交通这段目前就一座草金路大桥连接，车流量大，车多拥堵交通事故频发，人还车混乱。急需新增规划桥，缓解交通压力，方便居民出。谢谢
"
		  【 咨询】岳池县九龙镇洗马滩村2组属不属北外街旧城改造",川府土[2019]786号，合计19.0599公顷土地征收为国家所有，作为岳池县2018年第1批城市建设用地。请问这块用地是否用于北外街凤山豪庭（学府壹号）此项目的建设，如果用于此地，请问是旧城改造还是商品房的建设。谢谢！
"
		  【 投诉】瑞思英语培训机构不退费",在成都市武侯区金楠天街瑞思英语报了名，一共17600元，因双减政策和疫情，还剩4个月课程，一共4400元，这边联系学校已同意退课退费 ，并且瑞思英语培训老师也承诺分三个月退完，现在3个月也过了，目前为止一分钱没有退到，也没有人联系，学校也没能处理，现在找到瑞思英语机构，说的没有钱退，必须选择他们课程，既然没有钱退，那你们机构为什么还在营业还在收费？希望有关部门处理一下
"
		  【 咨询】乡村道路建设建议",尊敬的领导：您好。我是通江县新场镇七家沟村村民。去年我村通村路因山体滑坡受损严重，给村民百姓出行带来了严重困难。在本人上一次的咨询中被告知，新的通村路选址已结束，现请告之该路线走向。另外请告知修筑改路的开工时间。谢谢。另外，在上几次的咨询中，建议修建我村道路环线的中间线（即我们村政府经原八社至七社的道路），不知领导考虑的咋样？事关我村村民特别是老人儿童的出行安全便利问题，请领导统筹考虑，为了人民的福祉扎扎实实地向前推进。谢谢。
"
		  【 投诉】渣土车",成都市双流区公兴镇这边的渣土车，太猖狂了。根本无人别人的生命，闯红灯，实线变道，逆行，斑马线不礼让。等等，这种现象以好多年了根本就没有人管过。最近我有两次被这渣土车憋车的情况，停车就问一下你会开车吗，就出现三个人出现，还差点被打。这种现在以有很多年了，希望你们管一下，非要出了人命，出了重大交通事故才管吗？
"
		  【 投诉】遂宁河东城市管理急需改进",遂宁河东二期任家渡城市管理存在问题。1、田园等几个安置小区绿化严重不达标，物业管理不作为现象突出。2、噪音扰民现象尤为突出，商贩使用扩音器，早上六七点播放喊话，流动商贩突出，无人干预制止。坝坝舞，场地不规范，到处都是，音量不控制，尤其是任家渡农贸市场处坝坝舞扰民严重。3、车辆乱停乱放，田园与晨曦小区之间道路没有划定停车位，但是道路两侧挺满车辆。一些大型机械早上五六点开始热车，柴油机声音扰民严重。同时，也存在交通安全隐患，长期见不到交警执勤，治理。
"
		  【 投诉】修路改造",敬的领导我是五丁路梓锦公馆的住户，由于修路改造，把我们小区的围墙拆了，路现在修好了，（未开通），下水井盖也在修路时，压坏了，造成小区二，三百人的安全隐患，我们不知道属于那个部门管，請领导关心一下居民的环境，谢谢
"
		  【 投诉】关于青羊区人才公寓梧桐博园腰线问题",作为青羊区一个人才公寓，却在销售过程中以不告知不利因素的隐瞒甚至欺瞒手段误导购置一个充满腰线和柱子的楼层。腰线和柱子的情况如下：阳台本无多宽，却有两根一米六宽的柱子遮挡；腰线宽度宽达一点几米，严重遮挡阳光。如此离谱的设计与现实情况，城投置地却认为该腰线与柱子不属于不利因素范围，同时该房售价仅与楼上相差一百元，请问这是一个国有企业该有之担当吗。作为一个普普通通的人，倾尽家财还背上一身债务，只想要一个舒适的居住环境，得到好的休息好的心情，积极为国家建设贡献自己一份力量，却浪费时间与如此没有担当的国有企业斗智斗勇，不能积极投身祖国建设，请问这是国有企业应该做的事情吗？
"
		  【 求助】请问TVOC",请问一下TVOC位于0.0mg/m3这个值多少，超过多少为超标？《四川省挥发性有机物排放标准》？谢谢直接回复，不用回访
"
		  【 建言】hpv疫苗黄牛太多，建议实行线上人脸预约",成都hpv九价的疫苗预约太难，根本抢不到，等得年龄都已经超了，很多黄牛用技术占通道抢疫苗，建议参照陕西的九价疫苗预约政策，实行公众号线上人脸识别预约，杜绝黄牛！
"
		  【 咨询】关于阆中市河溪到洪山的道路修缮问题",自从3月16号，我市交通局领导回复网友的关于∴河溪镇到洪山镇的主要交通道路修缮的问题之后续提问，该条道路常年高低不平，洼地连片己完全损坏，几乎无法出行，今年夏季暴雨天气过后会更加严重，请问各位领导对该条道路的修缮计划以及进展如何？至于你们说的已经纳入省道计划请问具体的开工日期是多少？这也涉及到我市东南几万人的日常出行，还望你们切实放在心里却实跟进，谢谢！！！
"
		  【 投诉】消防问题、违章搭建问题严重影响居民安全",你好，我是一名普通的老百姓，反映射洪市何家桥社区未来上层小区内治安环境混乱，消防通道堵塞，撕拉乱接飞线问题严重，都多次发生火情报消防处置，但是现状依然得不到解决，物业不作为，目前小区主要问题有如下几点：1、随处可见从小区各楼层撕拉乱接的电线作为电瓶车充电线；2、小区各单元及小区消防通道堵塞；3、小区内消防设施形同摆设，各楼层消防箱内无水等；4、物业管理混乱，基本上未履行物业职责；
"
		  【 咨询】成都五环",请问成都五环什么时候完工，青白江清泉是否有口子，能不能在温江上清泉下呢？
"
		  【 咨询】天府新区沈阳路 南侧 一片土地规划用途",为了更好的阅读体验，请您留言时多分段落，谢谢配合
"
		  【 投诉】麻烦书记关注成都后花园蝶院房产证办理情况",之前已多次投诉蝶院开发商违建不提交房产证办理资料！！！政府领导们，我们后花园买房已经五年了，开发商违建（容积率等）一直拖着不办理45栋房产证，希望政府帮帮我们无助的老百姓吧：1）帮忙广大业主搞清楚开发商违建具体问题，尽快和开发商协商处理违建问题2）以切实有效的方式强烈督促开发商提交后花园蝶院二标段房产证办理资料（45栋及其之前），而不像是区政府口头催催没有实际效果。成都之前已经在试点交房即交证，最近大范围试行交房即交证，可是我们买房子已经五年了，办理房产证资料都没有提交
"
		  【 咨询】利用吸污车进行偷排污水",关于龙池酒厂生产废水，也曾多次投诉，每次都是想着办法偷排，这次更厉害了，虽然该厂已停业整顿，停业后的生产废水利用吸污车，于28日上午用吸污车吸走，但是并没有进行排放，等到29日晚上九点半左右，该酒厂组织吸污车拉往船山区桂花镇老屠宰场内进行排放，我无意中途经此地该排污行为的，污水已经流到省道250道路的边缘了，浓烈的酿酒污水臭味散发在附近周围，当时3月25日，回马政府及大英环保局回复说，此屠宰场里的厕所进入了桂花污水处理厂，但是由于是跨区域的污水规划，污水处理厂不接收，这个地方的厕所下水道到底有没有进入污水处理厂。那么，既然不接收，那是29日晚上，怎么又在进行偷排呢？于是我们向回马镇主管环保的工作人员进行了举报，工作人员到达现场后，要求我们也来到现场，现场工作人员也核实了排污行为是事实。但龙池酒厂老板拒不认账，于是我们又拨打了市民热线12345，举报了此事，当时工作人员说明天再说，大家就各自回家了。之后回马政府工作人员进行了一个简单的回复，说对该酒厂进行了罚款，还是进行了最高罚款，环境水污染也没有什么叫最高罚款，这不是明显的存在敷衍吗？龙池酒厂这种顽固行为，屡教不改，偷排污水明知是违法的，居然还利用吸污车进行偷排，也不知道他的后台有多硬，才能如此嚣张。关于偷排事实（29日晚上有录音作证）。
